Date,Temperature,Humidity,WeatherCondition
2018-10-07,20.5,59.1,Cloudy
2018-10-08,18.9,75.0,Rainy
2018-10-09,21.7,75.0,Rainy
2018-10-10,20.8,62.7,Sunny
2018-10-11,25.9,54.3,Cloudy
2018-10-12,16.5,79.9,Rainy
2018-10-13,22.8,68.6,Sunny
2018-10-14,21.4,54.7,Cloudy
2018-10-15,15.8,88.2,Rainy
2018-10-16,25.7,63.8,Cloudy
2018-10-17,21.2,56.6,Cloudy
2018-10-18,24.9,46.3,Sunny
2018-10-19,19.0,74.0,Sunny
2018-10-20,21.6,45.7,Sunny
2018-10-21,21.0,68.0,Sunny
2018-10-22,20.9,58.5,Sunny
2018-10-23,18.2,75.0,Rainy
2018-10-24,18.6,75.0,Rainy
2018-10-25,18.8,59.5,Cloudy
2018-10-26,23.0,76.5,Sunny
2018-10-27,24.6,99.1,Rainy
2018-10-28,18.7,45.2,Sunny
2018-10-29,23.1,58.6,Sunny
2018-10-30,22.9,77.4,Rainy
2018-10-31,21.3,43.3,Cloudy
2018-11-01,22.9,61.8,Cloudy
2018-11-02,22.9,59.0,Cloudy
2018-11-03,15.4,58.4,Sunny
2018-11-04,26.5,64.0,Sunny
2018-11-05,19.6,40.9,Sunny
2018-11-06,25.6,54.4,Sunny
2018-11-07,26.2,67.1,Sunny
2018-11-08,19.0,85.9,Rainy
2018-11-09,27.0,50.6,Cloudy
2018-11-10,19.8,72.9,Sunny
2018-11-11,23.8,52.6,Sunny
2018-11-12,20.0,50.7,Sunny
2018-11-13,17.5,59.1,Sunny
2018-11-14,19.3,34.1,Sunny
2018-11-15,27.6,62.2,Cloudy
2018-11-16,18.9,58.5,Cloudy
2018-11-17,24.9,64.6,Sunny
2018-11-18,23.4,52.8,Sunny
2018-11-19,24.7,67.6,Sunny
2018-11-20,16.4,68.6,Sunny
2018-11-21,21.0,52.3,Sunny
2018-11-22,17.1,75.1,Cloudy
2018-11-23,20.8,69.1,Sunny
2018-11-24,22.3,58.6,Sunny
2018-11-25,19.2,75.0,Rainy
2018-11-26,22.9,78.4,Sunny
2018-11-27,18.3,75.0,Rainy
2018-11-28,23.9,41.2,Sunny
2018-11-29,19.8,78.9,Sunny
2018-11-30,23.0,61.7,Sunny
2018-12-01,20.2,63.6,Cloudy
2018-12-02,29.5,72.5,Sunny
2018-12-03,20.8,49.0,Sunny
2018-12-04,22.2,61.2,Sunny
2018-12-05,23.7,49.5,Sunny
2018-12-06,21.3,85.0,Sunny
2018-12-07,20.7,75.0,Rainy
2018-12-08,18.4,80.1,Rainy
2018-12-09,27.8,52.3,Cloudy
2018-12-10,23.3,43.0,Cloudy
2018-12-11,15.8,60.3,Sunny
2018-12-12,21.9,54.5,Cloudy
2018-12-13,26.9,63.6,Cloudy
2018-12-14,29.2,63.8,Cloudy
2018-12-15,11.9,75.0,Rainy
2018-12-16,19.9,53.9,Sunny
2018-12-17,17.0,77.0,Rainy
2018-12-18,25.5,57.9,Cloudy
2018-12-19,20.4,59.1,Cloudy
2018-12-20,27.1,78.4,Cloudy
2018-12-21,20.0,56.8,Cloudy
2018-12-22,22.7,56.7,Sunny
2018-12-23,26.8,68.0,Cloudy
2018-12-24,19.8,81.5,Cloudy
2018-12-25,19.6,69.6,Cloudy
2018-12-26,24.6,59.7,Sunny
2018-12-27,17.2,63.0,Cloudy
2018-12-28,22.6,71.4,Sunny
2018-12-29,21.7,63.9,Sunny
2018-12-30,22.7,54.6,Sunny
2018-12-31,18.9,62.1,Sunny
2019-01-01,20.5,74.3,Sunny
2019-01-02,24.2,62.8,Sunny
2019-01-03,20.8,52.3,Cloudy
2019-01-04,22.6,63.0,Sunny
2019-01-05,19.3,54.2,Sunny
2019-01-06,17.4,58.6,Sunny
2019-01-07,21.7,57.5,Cloudy
2019-01-08,20.8,56.9,Cloudy
2019-01-09,20.8,74.7,Sunny
2019-01-10,25.9,57.8,Sunny
2019-01-11,22.2,51.4,Sunny
2019-01-12,23.4,75.0,Rainy
2019-01-13,22.5,64.2,Cloudy
2019-01-14,21.7,62.2,Cloudy
2019-01-15,25.1,67.7,Sunny
2019-01-16,23.8,54.1,Sunny
2019-01-17,21.5,53.8,Cloudy
2019-01-18,26.1,68.9,Sunny
2019-01-19,25.6,55.1,Cloudy
2019-01-20,21.4,62.3,Sunny
2019-01-21,20.0,49.1,Sunny
2019-01-22,26.7,44.7,Cloudy
2019-01-23,17.5,82.5,Rainy
2019-01-24,19.3,75.0,Rainy
2019-01-25,16.5,75.0,Rainy
2019-01-26,22.9,77.1,Rainy
2019-01-27,27.1,70.0,Cloudy
2019-01-28,19.8,76.6,Sunny
2019-01-29,21.2,61.0,Cloudy
2019-01-30,21.8,63.4,Sunny
2019-01-31,22.8,64.8,Sunny
2019-02-01,23.1,63.1,Cloudy
2019-02-02,14.9,54.9,Sunny
2019-02-03,20.5,62.4,Sunny
2019-02-04,19.7,59.7,Sunny
2019-02-05,25.0,57.8,Cloudy
2019-02-06,20.7,87.6,Rainy
2019-02-07,22.0,64.8,Cloudy
2019-02-08,25.4,59.0,Cloudy
2019-02-09,21.1,57.5,Cloudy
2019-02-10,21.5,75.1,Cloudy
2019-02-11,20.5,50.3,Sunny
2019-02-12,18.0,59.4,Sunny
2019-02-13,27.4,56.6,Sunny
2019-02-14,17.1,84.8,Rainy
2019-02-15,20.6,63.6,Cloudy
2019-02-16,16.1,94.3,Rainy
2019-02-17,23.2,62.6,Cloudy
2019-02-18,16.9,86.4,Cloudy
2019-02-19,25.3,44.3,Sunny
2019-02-20,22.0,65.6,Cloudy
2019-02-21,22.7,49.1,Cloudy
2019-02-22,20.0,44.3,Sunny
2019-02-23,20.3,75.0,Rainy
2019-02-24,21.4,48.3,Sunny
2019-02-25,17.4,75.0,Rainy
2019-02-26,21.5,64.3,Sunny
2019-02-27,20.1,80.6,Rainy
2019-02-28,21.0,43.6,Sunny
2019-03-01,29.0,32.0,Sunny
2019-03-02,24.5,46.6,Sunny
2019-03-03,28.0,61.8,Sunny
2019-03-04,28.7,34.8,Sunny
2019-03-05,28.8,50.1,Sunny
2019-03-06,31.9,43.9,Cloudy
2019-03-07,23.3,38.2,Cloudy
2019-03-08,27.7,65.1,Sunny
2019-03-09,22.5,58.9,Sunny
2019-03-10,25.7,42.8,Sunny
2019-03-11,28.5,72.0,Cloudy
2019-03-12,28.2,54.7,Sunny
2019-03-13,28.6,39.1,Sunny
2019-03-14,32.9,56.2,Cloudy
2019-03-15,27.7,41.1,Cloudy
2019-03-16,26.9,55.5,Sunny
2019-03-17,30.3,47.1,Sunny
2019-03-18,22.3,44.0,Sunny
2019-03-19,24.6,59.3,Sunny
2019-03-20,23.3,37.8,Cloudy
2019-03-21,21.9,49.0,Cloudy
2019-03-22,24.0,28.8,Sunny
2019-03-23,31.5,59.7,Sunny
2019-03-24,26.8,75.0,Rainy
2019-03-25,32.5,56.1,Cloudy
2019-03-26,27.6,62.1,Cloudy
2019-03-27,31.6,34.7,Sunny
2019-03-28,26.9,43.2,Cloudy
2019-03-29,26.7,36.3,Sunny
2019-03-30,26.2,37.6,Cloudy
2019-03-31,24.1,75.0,Rainy
2019-04-01,24.6,41.1,Sunny
2019-04-02,29.5,53.8,Sunny
2019-04-03,32.2,39.5,Cloudy
2019-04-04,26.5,75.0,Rainy
2019-04-05,22.8,40.8,Sunny
2019-04-06,25.7,60.4,Sunny
2019-04-07,26.6,32.1,Sunny
2019-04-08,30.0,38.5,Sunny
2019-04-09,29.3,65.6,Cloudy
2019-04-10,21.8,46.8,Sunny
2019-04-11,28.5,59.6,Sunny
2019-04-12,26.0,50.3,Cloudy
2019-04-13,22.1,49.2,Cloudy
2019-04-14,21.9,50.5,Cloudy
2019-04-15,24.7,48.9,Sunny
2019-04-16,27.2,75.0,Rainy
2019-04-17,29.9,55.8,Sunny
2019-04-18,28.9,41.8,Sunny
2019-04-19,33.6,59.8,Sunny
2019-04-20,26.4,50.3,Sunny
2019-04-21,27.6,42.0,Cloudy
2019-04-22,24.7,51.4,Sunny
2019-04-23,24.5,75.0,Rainy
2019-04-24,18.9,85.4,Rainy
2019-04-25,30.7,53.6,Sunny
2019-04-26,24.0,75.0,Rainy
2019-04-27,26.8,43.8,Cloudy
2019-04-28,28.4,55.9,Sunny
2019-04-29,26.1,53.4,Sunny
2019-04-30,30.5,36.4,Cloudy
2019-05-01,27.0,75.0,Rainy
2019-05-02,31.2,59.4,Sunny
2019-05-03,30.0,78.2,Rainy
2019-05-04,25.6,75.0,Rainy
2019-05-05,31.2,45.4,Sunny
2019-05-06,26.0,49.4,Cloudy
2019-05-07,30.3,49.4,Sunny
2019-05-08,26.8,75.0,Rainy
2019-05-09,27.8,52.3,Sunny
2019-05-10,32.1,39.1,Sunny
2019-05-11,25.0,59.2,Cloudy
2019-05-12,27.1,75.0,Rainy
2019-05-13,31.0,52.6,Sunny
2019-05-14,20.7,75.0,Rainy
2019-05-15,31.0,55.3,Cloudy
2019-05-16,31.5,47.3,Sunny
2019-05-17,28.9,34.2,Cloudy
2019-05-18,27.7,75.0,Rainy
2019-05-19,27.4,61.8,Cloudy
2019-05-20,25.4,51.0,Sunny
2019-05-21,24.2,53.4,Cloudy
2019-05-22,29.4,75.0,Rainy
2019-05-23,28.3,44.1,Sunny
2019-05-24,24.5,36.7,Sunny
2019-05-25,30.2,64.0,Sunny
2019-05-26,30.5,61.6,Cloudy
2019-05-27,23.4,75.0,Rainy
2019-05-28,30.6,54.2,Sunny
2019-05-29,22.6,75.0,Rainy
2019-05-30,29.0,62.8,Sunny
2019-05-31,30.1,59.8,Sunny
2019-06-01,22.6,87.6,Cloudy
2019-06-02,22.6,94.2,Rainy
2019-06-03,20.4,82.9,Cloudy
2019-06-04,20.4,88.5,Rainy
2019-06-05,23.3,89.2,Rainy
2019-06-06,18.3,100.0,Rainy
2019-06-07,26.6,96.8,Cloudy
2019-06-08,20.5,76.4,Rainy
2019-06-09,19.1,81.5,Rainy
2019-06-10,22.9,93.1,Rainy
2019-06-11,24.1,97.7,Rainy
2019-06-12,23.9,84.9,Sunny
2019-06-13,18.4,100.0,Rainy
2019-06-14,20.3,92.2,Rainy
2019-06-15,23.5,70.9,Cloudy
2019-06-16,18.6,100.0,Rainy
2019-06-17,22.5,90.7,Cloudy
2019-06-18,29.9,84.2,Cloudy
2019-06-19,17.8,100.0,Rainy
2019-06-20,24.9,93.9,Rainy
2019-06-21,25.5,71.2,Cloudy
2019-06-22,20.7,87.9,Cloudy
2019-06-23,24.7,77.0,Sunny
2019-06-24,26.6,81.3,Rainy
2019-06-25,18.5,74.0,Cloudy
2019-06-26,24.4,78.9,Cloudy
2019-06-27,21.7,94.4,Rainy
2019-06-28,24.7,87.2,Cloudy
2019-06-29,24.6,85.3,Rainy
2019-06-30,26.3,80.7,Rainy
2019-07-01,22.4,86.6,Cloudy
2019-07-02,26.9,78.9,Rainy
2019-07-03,26.4,74.3,Sunny
2019-07-04,21.9,71.6,Cloudy
2019-07-05,26.4,95.1,Rainy
2019-07-06,20.5,86.5,Rainy
2019-07-07,24.4,89.2,Rainy
2019-07-08,23.2,73.4,Sunny
2019-07-09,18.5,100.0,Rainy
2019-07-10,21.0,93.3,Rainy
2019-07-11,24.6,70.2,Sunny
2019-07-12,25.7,94.9,Rainy
2019-07-13,25.1,100.0,Rainy
2019-07-14,26.1,81.2,Rainy
2019-07-15,25.6,58.3,Sunny
2019-07-16,26.0,93.9,Rainy
2019-07-17,25.3,93.1,Cloudy
2019-07-18,29.2,65.2,Cloudy
2019-07-19,18.7,92.5,Rainy
2019-07-20,21.8,73.3,Cloudy
2019-07-21,22.2,75.0,Rainy
2019-07-22,23.2,90.4,Cloudy
2019-07-23,22.2,91.9,Rainy
2019-07-24,21.3,95.1,Rainy
2019-07-25,22.6,97.3,Cloudy
2019-07-26,24.0,89.3,Rainy
2019-07-27,22.0,72.7,Cloudy
2019-07-28,21.1,100.0,Rainy
2019-07-29,23.2,100.0,Rainy
2019-07-30,19.7,79.4,Cloudy
2019-07-31,15.9,75.0,Rainy
2019-08-01,27.2,91.1,Rainy
2019-08-02,17.8,94.7,Rainy
2019-08-03,22.8,93.3,Rainy
2019-08-04,24.1,86.2,Cloudy
2019-08-05,18.8,96.2,Rainy
2019-08-06,22.7,87.0,Rainy
2019-08-07,19.9,100.0,Rainy
2019-08-08,26.2,78.4,Cloudy
2019-08-09,23.7,75.0,Rainy
2019-08-10,24.0,78.7,Rainy
2019-08-11,20.2,87.3,Cloudy
2019-08-12,26.1,91.1,Cloudy
2019-08-13,20.5,72.1,Sunny
2019-08-14,28.4,73.0,Cloudy
2019-08-15,20.0,87.6,Rainy
2019-08-16,17.7,90.2,Rainy
2019-08-17,18.2,82.5,Rainy
2019-08-18,24.9,100.0,Rainy
2019-08-19,25.3,74.9,Cloudy
2019-08-20,22.4,90.3,Rainy
2019-08-21,27.9,73.7,Cloudy
2019-08-22,23.7,93.7,Rainy
2019-08-23,23.7,95.6,Cloudy
2019-08-24,22.2,85.9,Cloudy
2019-08-25,22.6,87.7,Sunny
2019-08-26,31.2,91.8,Cloudy
2019-08-27,24.1,77.3,Sunny
2019-08-28,25.0,100.0,Rainy
2019-08-29,15.9,100.0,Rainy
2019-08-30,22.6,90.1,Rainy
2019-08-31,21.7,100.0,Rainy
2019-09-01,20.9,84.7,Cloudy
2019-09-02,20.7,83.6,Sunny
2019-09-03,21.6,80.3,Cloudy
2019-09-04,26.3,73.8,Cloudy
2019-09-05,22.0,99.1,Rainy
2019-09-06,20.3,98.8,Rainy
2019-09-07,19.4,96.0,Rainy
2019-09-08,23.8,91.3,Rainy
2019-09-09,22.4,82.9,Cloudy
2019-09-10,25.6,89.1,Rainy
2019-09-11,20.2,86.7,Cloudy
2019-09-12,22.8,100.0,Rainy
2019-09-13,20.5,77.5,Cloudy
2019-09-14,20.8,97.7,Rainy
2019-09-15,23.9,95.2,Rainy
2019-09-16,25.2,91.7,Rainy
2019-09-17,20.7,48.2,Cloudy
2019-09-18,21.0,100.0,Rainy
2019-09-19,30.3,91.9,Rainy
2019-09-20,21.8,100.0,Rainy
2019-09-21,23.2,76.0,Sunny
2019-09-22,19.3,89.8,Rainy
2019-09-23,23.5,75.5,Rainy
2019-09-24,21.7,59.6,Sunny
2019-09-25,17.8,87.9,Rainy
2019-09-26,26.7,92.4,Rainy
2019-09-27,26.3,90.8,Rainy
2019-09-28,19.8,83.0,Cloudy
2019-09-29,22.9,92.5,Rainy
2019-09-30,21.2,91.6,Sunny
2019-10-01,21.5,58.2,Cloudy
2019-10-02,24.0,58.0,Sunny
2019-10-03,24.8,49.5,Sunny
2019-10-04,18.9,76.5,Rainy
2019-10-05,23.8,66.2,Sunny
2019-10-06,19.6,55.4,Cloudy
2019-10-07,26.1,53.5,Sunny
2019-10-08,21.4,51.2,Sunny
2019-10-09,25.5,65.3,Cloudy
2019-10-10,19.6,57.1,Sunny
2019-10-11,20.3,64.8,Sunny
2019-10-12,29.0,57.6,Sunny
2019-10-13,23.5,98.4,Rainy
2019-10-14,20.0,64.2,Sunny
2019-10-15,20.6,51.7,Cloudy
2019-10-16,17.9,52.9,Cloudy
2019-10-17,20.6,75.0,Rainy
2019-10-18,20.4,61.5,Sunny
2019-10-19,31.2,73.6,Sunny
2019-10-20,20.6,55.1,Cloudy
2019-10-21,16.0,79.3,Rainy
2019-10-22,23.8,66.1,Cloudy
2019-10-23,25.0,73.7,Sunny
2019-10-24,20.5,78.9,Rainy
2019-10-25,23.9,55.3,Cloudy
2019-10-26,22.6,55.8,Cloudy
2019-10-27,20.7,81.4,Rainy
2019-10-28,17.0,75.0,Rainy
2019-10-29,18.8,59.9,Cloudy
2019-10-30,25.6,53.4,Sunny
2019-10-31,20.8,49.8,Cloudy
2019-11-01,23.1,55.6,Sunny
2019-11-02,18.5,75.0,Rainy
2019-11-03,19.3,63.0,Sunny
2019-11-04,20.4,73.3,Sunny
2019-11-05,20.3,83.6,Rainy
2019-11-06,25.2,56.2,Sunny
2019-11-07,24.7,63.7,Sunny
2019-11-08,27.0,63.1,Sunny
2019-11-09,18.6,63.6,Sunny
2019-11-10,20.7,62.4,Cloudy
2019-11-11,18.5,75.0,Rainy
2019-11-12,25.3,38.1,Sunny
2019-11-13,24.9,64.7,Cloudy
2019-11-14,22.0,72.3,Sunny
2019-11-15,21.1,54.1,Sunny
2019-11-16,21.8,75.0,Rainy
2019-11-17,28.6,72.0,Sunny
2019-11-18,19.8,46.7,Sunny
2019-11-19,23.5,55.4,Sunny
2019-11-20,24.4,69.7,Cloudy
2019-11-21,25.2,62.0,Cloudy
2019-11-22,19.8,80.0,Rainy
2019-11-23,23.6,58.7,Cloudy
2019-11-24,20.0,57.6,Sunny
2019-11-25,25.1,53.1,Cloudy
2019-11-26,26.6,59.2,Cloudy
2019-11-27,15.8,50.5,Cloudy
2019-11-28,26.1,61.2,Cloudy
2019-11-29,28.1,62.9,Cloudy
2019-11-30,22.9,58.5,Sunny
2019-12-01,25.6,84.7,Rainy
2019-12-02,22.6,83.9,Sunny
2019-12-03,18.0,75.0,Rainy
2019-12-04,21.7,65.7,Cloudy
2019-12-05,22.9,77.8,Sunny
2019-12-06,22.4,75.0,Rainy
2019-12-07,21.5,46.4,Cloudy
2019-12-08,24.2,47.3,Sunny
2019-12-09,19.1,87.3,Rainy
2019-12-10,24.8,82.3,Rainy
2019-12-11,20.3,60.2,Sunny
2019-12-12,15.7,80.4,Sunny
2019-12-13,20.6,61.9,Cloudy
2019-12-14,21.4,44.0,Cloudy
2019-12-15,14.5,85.5,Rainy
2019-12-16,25.9,60.1,Sunny
2019-12-17,23.5,58.1,Sunny
2019-12-18,24.2,65.4,Sunny
2019-12-19,22.7,69.0,Sunny
2019-12-20,28.6,53.1,Sunny
2019-12-21,19.4,69.6,Sunny
2019-12-22,21.5,51.9,Sunny
2019-12-23,22.0,42.0,Cloudy
2019-12-24,25.4,58.1,Sunny
2019-12-25,21.3,62.9,Sunny
2019-12-26,18.4,48.8,Sunny
2019-12-27,24.8,56.1,Cloudy
2019-12-28,21.0,46.6,Cloudy
2019-12-29,22.4,62.3,Sunny
2019-12-30,19.9,77.9,Rainy
2019-12-31,18.7,75.0,Rainy
2020-01-01,23.8,44.4,Sunny
2020-01-02,26.6,60.9,Sunny
2020-01-03,17.0,76.4,Rainy
2020-01-04,14.8,77.2,Rainy
2020-01-05,24.9,83.2,Sunny
2020-01-06,19.8,59.7,Sunny
2020-01-07,16.5,52.9,Sunny
2020-01-08,23.4,47.9,Cloudy
2020-01-09,21.7,56.5,Cloudy
2020-01-10,22.9,61.3,Cloudy
2020-01-11,19.7,60.7,Sunny
2020-01-12,24.1,71.9,Sunny
2020-01-13,22.7,60.8,Sunny
2020-01-14,20.1,83.1,Rainy
2020-01-15,18.8,60.8,Sunny
2020-01-16,27.0,75.0,Rainy
2020-01-17,21.9,46.0,Sunny
2020-01-18,18.3,41.0,Sunny
2020-01-19,17.3,68.2,Cloudy
2020-01-20,19.0,75.0,Rainy
2020-01-21,24.1,53.2,Cloudy
2020-01-22,19.8,75.0,Rainy
2020-01-23,22.4,61.0,Sunny
2020-01-24,21.0,61.4,Sunny
2020-01-25,23.2,64.5,Sunny
2020-01-26,23.7,55.5,Sunny
2020-01-27,19.9,53.4,Sunny
2020-01-28,20.7,70.6,Sunny
2020-01-29,24.7,61.2,Sunny
2020-01-30,24.4,48.2,Sunny
2020-01-31,26.8,75.0,Rainy
2020-02-01,19.9,75.0,Rainy
2020-02-02,20.4,100.0,Rainy
2020-02-03,16.2,53.3,Sunny
2020-02-04,21.7,60.2,Sunny
2020-02-05,17.4,89.0,Rainy
2020-02-06,17.7,75.0,Rainy
2020-02-07,18.6,62.6,Cloudy
2020-02-08,23.6,78.0,Cloudy
2020-02-09,24.7,75.0,Rainy
2020-02-10,22.7,55.5,Sunny
2020-02-11,19.6,46.1,Sunny
2020-02-12,20.9,62.1,Sunny
2020-02-13,17.6,75.0,Rainy
2020-02-14,23.7,54.1,Cloudy
2020-02-15,19.3,44.8,Sunny
2020-02-16,17.5,84.3,Rainy
2020-02-17,22.8,58.4,Sunny
2020-02-18,29.1,68.3,Cloudy
2020-02-19,20.3,88.9,Rainy
2020-02-20,22.3,49.2,Sunny
2020-02-21,24.3,56.1,Sunny
2020-02-22,20.9,75.0,Rainy
2020-02-23,22.1,36.7,Sunny
2020-02-24,21.3,50.7,Cloudy
2020-02-25,24.0,76.7,Rainy
2020-02-26,23.8,69.6,Sunny
2020-02-27,17.8,91.7,Rainy
2020-02-28,22.9,80.7,Sunny
2020-02-29,24.0,57.3,Sunny
2020-03-01,27.7,41.6,Sunny
2020-03-02,27.9,64.6,Sunny
2020-03-03,26.2,34.4,Sunny
2020-03-04,28.9,56.6,Sunny
2020-03-05,25.1,44.6,Cloudy
2020-03-06,23.4,45.0,Cloudy
2020-03-07,26.8,42.6,Sunny
2020-03-08,22.1,42.5,Sunny
2020-03-09,28.8,54.2,Cloudy
2020-03-10,24.0,75.0,Rainy
2020-03-11,31.3,44.5,Cloudy
2020-03-12,29.1,59.7,Cloudy
2020-03-13,31.9,75.9,Sunny
2020-03-14,29.5,46.2,Cloudy
2020-03-15,23.6,37.4,Sunny
2020-03-16,30.0,39.2,Sunny
2020-03-17,32.9,54.2,Sunny
2020-03-18,31.4,44.8,Cloudy
2020-03-19,32.7,54.6,Cloudy
2020-03-20,26.8,31.3,Sunny
2020-03-21,28.2,57.6,Sunny
2020-03-22,30.3,40.2,Sunny
2020-03-23,25.2,75.8,Rainy
2020-03-24,23.5,46.5,Cloudy
2020-03-25,27.2,62.3,Sunny
2020-03-26,25.2,75.0,Rainy
2020-03-27,23.5,47.8,Sunny
2020-03-28,25.0,45.5,Sunny
2020-03-29,31.3,52.1,Sunny
2020-03-30,23.2,43.0,Sunny
2020-03-31,24.4,75.0,Rainy
2020-04-01,31.7,48.2,Sunny
2020-04-02,25.7,45.0,Cloudy
2020-04-03,30.7,43.3,Sunny
2020-04-04,25.0,75.0,Rainy
2020-04-05,29.0,59.1,Cloudy
2020-04-06,22.9,44.4,Sunny
2020-04-07,26.8,75.0,Rainy
2020-04-08,27.2,28.0,Sunny
2020-04-09,31.4,40.9,Sunny
2020-04-10,28.5,61.6,Sunny
2020-04-11,25.5,34.0,Cloudy
2020-04-12,22.6,47.3,Sunny
2020-04-13,26.1,47.1,Sunny
2020-04-14,27.4,35.0,Cloudy
2020-04-15,29.9,58.0,Cloudy
2020-04-16,24.3,38.7,Sunny
2020-04-17,25.7,79.4,Rainy
2020-04-18,29.3,57.4,Sunny
2020-04-19,29.3,50.2,Sunny
2020-04-20,29.8,44.4,Cloudy
2020-04-21,30.0,39.3,Cloudy
2020-04-22,30.5,50.2,Sunny
2020-04-23,26.8,39.7,Sunny
2020-04-24,24.0,28.2,Sunny
2020-04-25,31.3,35.2,Cloudy
2020-04-26,26.7,75.0,Rainy
2020-04-27,28.2,41.9,Cloudy
2020-04-28,24.4,46.0,Sunny
2020-04-29,26.0,75.0,Rainy
2020-04-30,23.4,61.5,Sunny
2020-05-01,24.0,47.2,Cloudy
2020-05-02,25.7,58.8,Sunny
2020-05-03,26.1,39.5,Sunny
2020-05-04,24.3,75.0,Rainy
2020-05-05,18.8,57.8,Sunny
2020-05-06,27.5,56.6,Sunny
2020-05-07,23.6,45.8,Cloudy
2020-05-08,28.3,46.5,Cloudy
2020-05-09,29.3,53.6,Sunny
2020-05-10,29.0,49.4,Cloudy
2020-05-11,25.9,40.5,Cloudy
2020-05-12,30.3,47.8,Sunny
2020-05-13,28.0,75.0,Rainy
2020-05-14,29.0,35.9,Sunny
2020-05-15,27.7,45.2,Sunny
2020-05-16,30.9,64.0,Cloudy
2020-05-17,25.5,75.0,Rainy
2020-05-18,27.9,56.6,Cloudy
2020-05-19,28.0,65.9,Cloudy
2020-05-20,28.9,52.5,Sunny
2020-05-21,28.3,44.1,Sunny
2020-05-22,26.9,45.0,Sunny
2020-05-23,18.1,75.0,Rainy
2020-05-24,26.6,61.0,Sunny
2020-05-25,31.6,60.4,Sunny
2020-05-26,20.8,57.5,Sunny
2020-05-27,21.9,75.0,Rainy
2020-05-28,26.8,60.2,Sunny
2020-05-29,23.8,48.6,Sunny
2020-05-30,27.6,43.5,Sunny
2020-05-31,32.7,45.9,Sunny
2020-06-01,24.5,66.2,Sunny
2020-06-02,22.9,97.9,Rainy
2020-06-03,18.8,75.0,Rainy
2020-06-04,19.6,87.2,Rainy
2020-06-05,24.4,87.3,Cloudy
2020-06-06,23.2,86.7,Cloudy
2020-06-07,23.5,100.0,Rainy
2020-06-08,23.8,75.0,Rainy
2020-06-09,19.8,88.4,Rainy
2020-06-10,20.1,100.0,Rainy
2020-06-11,25.4,95.1,Rainy
2020-06-12,23.3,73.6,Cloudy
2020-06-13,27.9,82.1,Sunny
2020-06-14,23.4,100.0,Rainy
2020-06-15,20.8,76.5,Cloudy
2020-06-16,23.9,78.7,Rainy
2020-06-17,25.7,93.0,Rainy
2020-06-18,29.1,56.9,Cloudy
2020-06-19,22.5,93.3,Cloudy
2020-06-20,26.4,87.6,Rainy
2020-06-21,23.8,65.5,Cloudy
2020-06-22,24.3,95.5,Rainy
2020-06-23,20.9,79.7,Cloudy
2020-06-24,25.2,77.5,Sunny
2020-06-25,24.1,86.9,Cloudy
2020-06-26,22.7,83.4,Cloudy
2020-06-27,22.0,89.7,Rainy
2020-06-28,20.6,83.8,Rainy
2020-06-29,20.0,96.9,Rainy
2020-06-30,24.9,67.3,Cloudy
2020-07-01,26.9,98.9,Rainy
2020-07-02,20.9,100.0,Rainy
2020-07-03,25.6,100.0,Rainy
2020-07-04,22.7,100.0,Rainy
2020-07-05,27.4,62.6,Cloudy
2020-07-06,17.7,100.0,Rainy
2020-07-07,23.4,89.7,Cloudy
2020-07-08,21.5,100.0,Rainy
2020-07-09,26.7,80.4,Cloudy
2020-07-10,22.6,90.9,Rainy
2020-07-11,25.1,95.9,Rainy
2020-07-12,19.7,94.7,Rainy
2020-07-13,23.2,93.5,Rainy
2020-07-14,28.0,90.4,Rainy
2020-07-15,29.1,79.0,Cloudy
2020-07-16,26.5,100.0,Rainy
2020-07-17,21.8,88.6,Sunny
2020-07-18,24.9,100.0,Rainy
2020-07-19,30.3,69.9,Cloudy
2020-07-20,23.0,85.4,Cloudy
2020-07-21,13.5,100.0,Rainy
2020-07-22,26.8,100.0,Rainy
2020-07-23,28.3,89.4,Cloudy
2020-07-24,17.0,92.0,Rainy
2020-07-25,25.0,94.6,Rainy
2020-07-26,20.8,97.4,Rainy
2020-07-27,22.0,80.2,Rainy
2020-07-28,28.2,75.5,Cloudy
2020-07-29,16.8,100.0,Rainy
2020-07-30,25.5,100.0,Rainy
2020-07-31,20.0,80.2,Cloudy
2020-08-01,20.7,81.2,Cloudy
2020-08-02,19.1,91.6,Rainy
2020-08-03,20.3,87.6,Rainy
2020-08-04,25.8,90.0,Rainy
2020-08-05,20.4,87.4,Rainy
2020-08-06,23.0,84.5,Rainy
2020-08-07,24.9,81.4,Sunny
2020-08-08,22.8,72.5,Cloudy
2020-08-09,21.5,94.7,Rainy
2020-08-10,22.2,89.0,Rainy
2020-08-11,31.1,74.5,Cloudy
2020-08-12,21.7,99.0,Cloudy
2020-08-13,16.6,97.7,Rainy
2020-08-14,24.6,99.0,Rainy
2020-08-15,25.1,83.2,Sunny
2020-08-16,23.4,92.4,Rainy
2020-08-17,20.1,95.7,Rainy
2020-08-18,20.7,100.0,Rainy
2020-08-19,23.7,84.7,Rainy
2020-08-20,20.7,82.9,Rainy
2020-08-21,19.9,68.9,Sunny
2020-08-22,21.6,95.4,Rainy
2020-08-23,20.9,100.0,Rainy
2020-08-24,23.7,100.0,Rainy
